id	comma-separated identified biomolecules	patent name	patent title	patent abstract
68293447	bbb,lsd	US20210253715	BLOOD-BRAIN BARRIER TRANSMIGRATING THERAPEUTIC COMPOUNDS AND USES THEREOF	The present invention relates to a compound comprising an antibody or a fragment thereof operable to transmigrate across the blood-brain barrier (BBB), and a polypeptide related to the treatment of lysosomal storage disease (LSD), for the treatment of \u03b1-synucleinopathies, or both. The present invention also relates to pharmaceutical compositions and methods for 5 treating LSDs, treating, \u03b1-synucleinopathies, or both.
68295382	antibodies and antigens	EP3784990	COMPOSITIONS AND METHODS FOR RETRIEVING TUMOR-RELATED ANTIBODIES AND ANTIGENS	
68296306		US20220380456	NANODISC-SPECIFIC ANTIGEN-BINDING CHIMERIC PROTEINS	The present invention relates to the field of structural biology. More specifically, the present invention relates to an antigen-binding chimeric protein, called a MegaBody\u2122, specifically binding a nanodisc, more specifically a membrane-scaffold protein (MSP)n which may be part of the nanodisc. The invention further provides for methods and uses of said nanodisc-specific antigen-binding chimeric proteins in three-dimensional high-resolution structural analysis of membrane proteins assembled within nanodiscs. The MSP-binding MegaBodies of the invention provide for a generic tool in membrane protein structural biology, more particular in Cryo-EM, by reducing preferred particle orientation of nanodiscs and of the entrapped target membrane proteins.
68318988	nucleic acid molecule,chimeric antigen receptor,antibodies,fusion protein	WO2020076970	B7H3 SINGLE DOMAIN ANTIBODIES AND THERAPEUTIC COMPOSITIONS THEREOF	Provided herein are binding polypeptides that specifically bind B7H3. More specifically, provided herein are fusion proteins, including multivalent and/or multispecific constructs and chimeric antigen receptors, that bind B7H3. Also provided are pharmaceutical compositions containing the polypeptides, nucleic acid molecules encoding the polypeptides and vectors and cells thereof, and methods of use and uses of the provided B7H3 binding polypeptides for treating diseases and conditions, such as cancer.
68343541	nucleic acid molecule,chimeric antigen receptor,antibodies,fusion protein,dll3	US20210380679	DLL3 SINGLE DOMAIN ANTIBODIES AND THERAPEUTIC COMPOSITIONS THEREOF	Provided herein are binding polypeptides that specifically bind DLL3. More specifically, provided herein are fusion proteins, including multivalent and/or multispecific contracts and chimeric antigen receptors, that bind DLL3. Also provided are pharmaceutical compositions containing the polypeptides, nucleic acid molecules encoding the polypeptides and vectors and cells thereof, and methods of use and uses of the provided DLL3 binding polypeptides for treating diseases and conditions, such as cancer.
68343542	nucleic acid molecule,chimeric antigen receptor,antibodies,fusion protein	US20210340273	5T4 SINGLE DOMAIN ANTIBODIES AND THERAPEUTIC COMPOSITIONS THEREOF	Provided herein arm binding polypeptides that specifically bind 5T4. More specifically, provided herein are fusion proteins, including multivalent and/or multispecific constructs and chimeric antigen receptors, that bind 5T4. Also provided are pharmaceutical compositions containing the polypeptides, nucleic acid molecules encoding the polypeptides and vectors and cells thereof, and methods of use and uses of the provided 5T4 binding polypeptides for treating diseases and conditions, such as cancer.
68490684		US20220324954	ANTI-VEGF SINGLE-DOMAIN ANTIBODY AND USE THEREOF	An anti-VEGF single-domain antibody and a VHH chain thereof have been described. A coding sequence for coding the single-domain antibody or the VHH chain thereof, a corresponding expression vector, a host cell capable of expressing the single-domain antibody, and a production method for the single-domain antibody have been presented. The single-domain antibody can specifically recognize human VEGFA and will not cause cross reactions with VEGFB, VEGFC and VEGFD, thus having a good specificity. The single-domain antibody can further recognize VEGFAs of a human, a rat, a rabbit and a monkey, effectively blocks interactions between VEGFA and VEGFR2 and between VEGFA and VEGFR1, has an excellent inhibiting effect on angiogenesis, and has a good stability in a non-preparation condition.
68540678	binding protein,immunoglobulin molecules,noncdr loop,binding moiety,bulk serum proteins conditionally active target binding protein,cdr	US20210292421A1	BINDING MOIETY FOR CONDITIONAL ACTIVATION OF IMMUNOGLOBULIN MOLECULES	Disclosed herein are binding moieties that comprise non-CDR loops for masking the binding of a binding molecule to its target and CDRs for binding bulk serum proteins. Conditionally active target binding proteins that contain the binding moieties are also provided. Pharmaceutical compositions comprising the binding proteins disclosed herein and methods of using such formulations are further provided.
68540995	novel multivalent proteinbinding molecule,phosphatase,membrane phosphatas,ripr,cell surface receptor	US20210206848	RECEPTOR INHIBITION BY PHOSPHATASE RECRUITMENT	Disclosed herein are compositions and methods for modulating cell surface receptor signaling by specifically recruiting membrane phosphatases to a proximity of receptors of interest. This novel methodology, termed Receptor Inhibition by Phosphatase Recruitment (RIPR), represents a new approach to reducing and suppressing signal by receptors that signal through phosphorylation mechanisms. More particularly, the disclosure provides novel multivalent protein-binding molecules that specifically bind a cell surface receptor and antagonize the receptor signaling through recruitment of a phosphatase activity. Also provided are compositions and methods useful for producing such molecules, as well as methods for the treatment of diseases associated with the inhibition of signal transduction mediated by cell surface receptor.
68541108	conditionally activated binding protein,bulk serum protein,conditionally active target binding protein,conditionally active binding protein,first binding domain	US20210269530	CONDITIONALLY ACTIVATED BINDING PROTEIN COMPRISING A STERICALLY OCCLUDED TARGET BINDING DOMAIN	Disclosed herein is a conditionally active target binding protein that contains a first binding domain that binds to a bulk serum protein and sterically occludes binding of a second binding domain to its target. Pharmaceutical compositions comprising the conditionally active binding proteins disclosed herein and methods of using such compositions are further provided.
68541109	antibodies	EP3794036	ANTIBODIES AND ANTIBODY FRAGMENTS AGAINST HNAV1.7 CHANNEL AND THEIR USE IN PAIN AND CANCER INDICATIONS	
68582454	fc5 variants,chimeric molecule,fc5,antibody variable domain	WO2020092202	HUMANIZED AND STABILIZED FC5 VARIANTS FOR ENHANCEMENT OF BLOOD BRAIN BARRIER TRANSPORT	Featured are compositions comprising humanized and engineered variants of an antibody variable domain (e.g., FC5), chimeric molecules comprising same, compositions comprising same, and uses thereof.
68654426	leukocyte immunoglobulinlike receptor,singledomain antibodies,singledomain antibody,lilrb2	WO2021053199	SINGLE-DOMAIN ANTIBODIES DIRECTED AGAINST LILRB2	The present invention relates to single-domain antibodies (sdAbs) directed against Leukocyte immunoglobulin-like receptor subfamily B member 2 (LILRB2), pharmaceutical compositions comprising
68697558	antigen binding domain,vhh,il1r1 binding domain	WO2019230866	POLYPEPTIDE COMPRISING IL-1R1 BINDING DOMAIN AND CARRYING MOIETY	The present invention relates to a polypeptide comprising an antigen binding domain and a carrying moiety having an inhibiting domain that inhibits the antigen binding activity of the antigen binding domain, and having a longer half-life than that of the antigen binding domain existing alone, methods for producing and screening for the polypeptide, a pharmaceutical composition comprising the polypeptide, methods for producing and screening for an antigen binding domain whose antigen binding activity is inhibited by associating with particular VL, VH or VHH, and a fusion polypeptide library including an antigen binding domain whose antigen binding activity is inhibited by associating with particular VL, VH or VHH.
68698826	ligandbinding molecule,fusion protein	WO2019230868	LIGAND-BINDING MOLECULE CONTAINING SINGLE DOMAIN ANTIBODY	The present invention relates to: a ligand-binding molecule which contains a single domain antibody and has a ligand binding activity that is reduced by cleavage of a cleavage site, and a method for producing the same; a complex formed with the ligand-binding molecule and a ligand; a fusion protein comprising a ligand-binding molecule and a ligand; and a pharmaceutical composition comprising a ligand-binding molecule or a fusion protein composed of the ligand-binding molecule and a ligand.
68698830	antigen binding domain	US20210221875A1	POLYPEPTIDE COMPRISING AGGRECAN BINDING DOMAIN AND CARRYING MOIETY	The present invention provides a polypeptide comprising an antigen binding domain which binds to an antigen present in cartilage tissue, and also provides use of the polypeptide. The polypeptide of the invention is useful for penetrating and/or retaining a desired substance in the cartilage tissue for a long period. The present invention further relates to a polypeptide comprising (i) an antigen binding domain which binds to a molecule in a cartilage tissue, and (ii) a carrying moiety having an inhibiting domain that inhibits the antigen binding activity of the antigen binding domain, and having a longer half-life than that of the antigen binding domain existing alone, and a pharmaceutical composition comprising the polypeptide. The present invention further relates to methods for producing and screening for the polypeptide.
68699262		US20220411495	POSITIVE ALLOSTERIC MODULATORS OF THE CALCIUM-SENSING RECEPTOR	The present invention relates to non-naturally occurring antibodies or active antibody fragments specifically binding the calcium-sensing receptor (CaSR), acting as positive allosteric modulators (PAMs) to provide for potent therapeutic agents. More particular, the immunoglobulin single variable domains (ISVDs) identified herein reveal a novel therapeutic strategy to reduce parathyroid hormone release in a subject, and are therefore suitable for treatment of hypercalcemia disorders. Moreover, co-application of such an ISVD and a synthetic PAM or calcimimetic results in a synergistic agonistic CaSR activity providing for pharmaceutical compositions as next generation CaSR drugs.
68764027	amino acid sequence,vhh antibody	JP2019210267	VHH ANTIBODY	To provide a thermo-stable VHH antibody.SOLUTION: A VHH antibody has a sequence in which at least one of glycine at 36-position, arginine at 50-position and glycine at 78-position of an amino acid sequence represented by a specific sequence, according to IMGT notation, is substituted with another amino acid.SELECTED DRAWING: None
68769049		US20220259605	MODIFIED CELL	The invention relates to a method of producing a chromosome-free bacterial cell having surface-displayed nanobodies, comprising: i) degrading native chromosomal DNA in a bacterial cell by expressing an endonuclease in the bacterial cell that is capable of recognition and double-stranded cutting of the native chromosomal DNA, wherein the expression of the endonuclease is under control of an inducible or repressible promoter; and ii) transforming the bacterial cell with recombinant nucleic acid encoding enzymes of one or more biochemical energy pathways, or parts thereof, which provide the chromosome-free bacterial cell with energy. The invention further relates to associated compositions, chromosome-free bacterial cells and treatments.
68769178	pdl1,immunoglobulin single variable domain,ctla4,antibody fc subunit,isvd,dimer,dimers	US20210246210	DIMERS AND USE THEREOF	The present disclosure provides a dimer formed by two polypeptide chains, with each of the two polypeptide chains comprising an antibody Fc subunit, wherein the dimer comprises two or more immunoglobulin single variable domains (ISVDs), at least one of the ISVDs is specific for PD-L1, and at least one of the ISVDs is specific for CTLA4.
68770101	a1a,gcsf,il15,fgf21,fusion protein,mil2,cytokine,gmcsf,sdab,aat,interleukin2,\u03b11antitrypsin,interferon,a1at,ifn\u03b21,alpha1antitrypsin,il2,glp1,ifn\u03b12	US20210253671	Pharmaceutical Composition Containing Fusion Protein and Use Thereof	This disclosure is directed to a fusion protein composition comprising an alpha-1-antitrypsin or \u03b11-antitrypsin (also known as A1AT, A1A, or AAT) polypeptide (AAT), a modified AAT (mAAT) or a functional variant thereof and a bioactive polypeptide. This disclosure is particularly directed to a pharmaceutical composition comprising the fusion protein for treating a disease, such as a cancer or an autoimmune disease. The bioactive polypeptide can be a peptide hormone, interferon, or cytokine, such as interleukin-2 (IL-2), a modified IL-2 (mIL-2), IL-15, G-CSF, GM-CSF, IFN-\u03b12, IFN-\u03b21, GLP-1, FGF21, sdAb, a fragment thereof, a modified polypeptide thereof, or a combination thereof. One advantage of the fusion protein is to enhance the activity, stability, bioavailability or a combination thereof, of the bioactive polypeptide.
68983393	amino acid 127 to 184,immunoglobulinbinding protein,epitope,mutant vhh antibody	US20210261606	AFFINITY CARRIER USING MUTANT VHH ANTIBODY	Provision of an affinity carrier using a mutant VHH antibody. An affinity carrier comprising: a solid phase carrier; and an immunoglobulin-binding protein bound to the solid phase carrier; wherein the immunoglobulin-binding protein comprises a mutant VHH antibody or a fragment of the mutant VHH antibody that recognizes an epitope in at least one region selected from the group consisting of amino acids 127 to 184 of SEQ ID NO: 22 and amino acids 13 to 210 of SEQ ID NO: 23.
68984126	cytokine fusion proteins,fusion protein,cytokine,halflife extend domain	US20210230242	CYTOKINE FUSION PROTEINS AND USES THEREOF	The present application provides fusion proteins that comprise a cytokine fused to an albumin binding moiety. The fusion proteins may further comprise an antigen binding moiety such as a therapeutic antibody. The present application also provides methods of making and using the fusion proteins. The present application also provides methods of treatment comprises administering a fusion protein comprising a cytokine fused to a half-life extending domain and a second agent.
68984633		EP3816186	PD-L1-BINDING POLYPEPTIDE AND USE THEREOF	The invention relates to the field of biomedicine. Specifically, the invention relates to a specific PD-L1 binding polypeptide and uses thereof, in particular, uses in detecting and/or diagnosing PD-L1 related diseases such as cancers.
69059691	heavy chain antibody	US20220119506	ANTIBODIES AGAINST AQUACULTURE DISEASE-CAUSING AGENTS AND USES THEREOF	Described herein are methods and antibodies useful for reducing, eliminating, or preventing infection with a bacterial or viral population in an aquatic animal. Also described herein are antigens useful for targeting by heavy chain antibodies and VHH fragments for reducing a bacterial or viral population in an aquatic animal.
69161053	intranuclear protein,antibody	JP2020011918	ANTIBODY THAT BINDS TO INTRANUCLEAR PROTEIN OF INFLUENZA VIRUS, COMPLEX AND DETECTION APPARATUS AND DETECTION METHOD USING THE SAME	To provide novel antibodies that bind to an intranuclear protein of influenza virus.SOLUTION: The invention provides an antibody comprising an amino acid sequence, which comprises a structure domain N-FR1-CDR1-FR2-CDR2-FR3-CDR3-FR4-C in the direction of N to C, in which FR represents an amino acid sequence of a framework region and CDR represents an amino acid sequence of a complementarity determining region, CDR1 comprises an amino acid sequence represented by GSIFSPNV, CDR2 comprises an amino acid sequence ITLGEST and CDR3 comprises an amino acid sequence NAGPILERVGPY. The antibody can bind to an intranuclear protein of an influenza A virus.SELECTED DRAWING: None
69162828	singledomain antibody,monoclonal antibody,chikv	US20210347863	Nucleic Acids Encoding Single Domain Antibodies to Chikungunya Virus	Described herein are nucleic acids encoding single-domain antibodies that might serve as alternatives to conventional monoclonal antibodies for either the detection or treatment of Chikungunya Virus (CHIKV).
69163796	tumor antigen,cytokine	WO2020018989	PROGRAMMABLE BACTERIA FOR THE TREATMENT OF CANCER	Disclosed herein are programmable bacteria for tumor-targeted immunotherapeutic delivery. In certain embodiments, the programmable bacteria comprise at least one synchronized lysis circuit contained in a single operon which are capable of being further engineered to cyclically produce anti-cancer therapeutic agents including but not limited to nanobodies against immune checkpoint inhibitors and over-expressed markers in cancers, toxins, tumor antigens, cytokines, and chemokines. In some embodiments, the programmable bacteria comprise at least one synchronized lysis circuit contained in a single operon and at least one plasmid producing a therapeutic agent, i.e., at least one plasmid comprising a nucleic acid sequence which encodes a therapeutic agent. The disclosure also provides methods of curing and treating cancer using the programmable bacteria.
69167794		US20220119505	PATHOGEN BINDING PROTEINS	The present invention relates to proteins, compositions and their use, wherein said protein comprises a first peptide having a first binding specificity, a second peptide having a second binding specificity and a linker, wherein said first and said second peptides bind at least one pathogen surface component and/or at least one molecule produced by a pathogen.
69177076	apn,singledomain antibody	WO2021144415	IMMUNOGLOBULIN SINGLE DOMAIN ANTIBODIES FOR DELIVERY OF MUCOSAL VACCINES	The present invention relates to single-domain antibodies that specifically bind aminopeptidase N (APN), and more in particular to polypeptides, and nucleic acids encoding such polypeptides; to methods for preparing such polypeptides; to compositions and in particular to pharmaceutical compositions that comprise such polypeptides, for prophylactic, therapeutic or diagnostic purposes. In particular, the single-domain antibodies of the present invention are capable of targeting a moiety to a mucosal surface.
69181353	chimeric antigen receptor,nef,tcr,taclike chimeric receptor,endogenous t cell receptor,tac,car,chimeric tcr	US20220177524	NEF-CONTAINING T CELLS AND METHODS OF PRODUCING THEREOF	Provided are a method of producing a modified T cell comprising introducing into a precursor T cell a first nucleic acid encoding a Nef protein, wherein the Nef protein upon expression results in down-modulation of the endogenous T cell receptor (TCR) in the modified T cell, wherein the modified T cell furthermore expresses a functional exogenous receptor, such as an engineered TCR (e.g., chimeric TCR), T cell antigen coupler (TAC), TAC-like chimeric receptor, or a chimeric antigen receptor (CAR), the modified cell obtained by the method and the pharmaceutical composition comprising the modified T cell. Also provided is a non-naturally occurring Nef protein comprising one or more mutations.
69181842	neovascularizationassociated \u03b1v\u03b23 integrin	EP3834850	NEOVASCULAR-TARGETING CONTRAST MEDIUM COMPOSITION AND METHOD FOR PREPARING SAME	The present invention relates to a neovascular-targeting contrast medium composition and a method for preparing same. The neovascular-targeting contrast medium composition according to the present invention exhibits high binding force to neovascularization-associated \u03b1v\u03b23 integrin, excellent tissue permeability and biostability, enables simple measurement in vitro, in vivo, or ex vivo, and thus is effective in the detection of neovascularization and in diagnosing diseases associated therewith, and therefore may be usefully employed in the relevant industries.
69181995	fusion proteins,tcr	EP3827013	COMPOSITIONS AND METHODS FOR TCR REPROGRAMMING USING TARGET SPECIFIC FUSION PROTEINS	
69232211	antigen molecule,antigenbinding molecule,protease,antigenbinding domains,antigenbinding domain	US20220195045A1	ANTIGEN-BINDING MOLECULE CONTAINING TWO ANTIGEN-BINDING DOMAINS THAT ARE LINKED TO EACH OTHER	In a non-limiting embodiment, the present invention relates to antigen-binding molecules comprising two or more antigen-binding domains which are linked with each other. In a non-limiting embodiment, the antigen-binding molecules of the present disclosure have activity of holding two or more antigen molecules at spatially close positions, activity of regulating interaction between two or more antigen molecules, activity of regulating activation of two or more antigen molecules which are activated by association with each other, resistance to protease cleavage, or such.
69415630	sirp1alpha,chimeric proteins	EP3833391	SIRP1alpha TARGETED CHIMERIC PROTEINS AND USES THEREOF	
69467695	human and mouse mesothelin,chimeric antigen receptor,car,mesothelinspecific antibody,camel singledomain monoclonal antibody	US20220064324	CROSS SPECIES SINGLE DOMAIN ANTIBODIES TARGETING MESOTHELIN FOR TREATING SOLID TUMORS	Camel single-domain monoclonal antibodies that specifically bind human and mouse mesothelin are described. Chimeric antigen receptor (CAR) T cells and antibody conjugates based on the mesothelin-specific antibodies are also described. The disclosed CAR T cells, mesothelin-specific antibodies and conjugates thereof can be used, for example, in the diagnosis or treatment of mesothelin-positive cancers.
69525293	heavy chain antibody	US20210269512	ANTIBODIES AGAINST DISEASE CAUSING AGENTS OF POULTRY AND USES THEREOF	Described herein are methods and antibodies useful for reducing, eliminating, or preventing infection with a bacterial population in an animal. Also described herein are antigens useful for targeting by heavy chain antibodies and VHH fragments for reducing a bacterial population in an animal.
69529063	chimeric antigen receptor,immunotoxin,antibodies targeting glypican1,gpc1specific antibody,glypican1,monoclonal antibody,car,gpc1	US20220098323	HIGH AFFINITY MONOCLONAL ANTIBODIES TARGETING GLYPICAN-1 AND METHODS OF USE	Monoclonal antibodies that specifically bind glypican-1 (GPC1) are described. Chimeric antigen receptor (CAR) T cells, immunotoxins and other antibody conjugates based on the GPC1-specific antibodies are also described. The disclosed CAR T cells, immunotoxins, GPC1-specific antibodies and conjugates thereof can be used, for example, in the diagnosis or treatment of GPC1-positive pancreatic cancer and other cancers.
69591470	fusion proteins,fusion protein,cr2,fc domain	US20220009979	FUSION PROTEINS AND METHODS OF TREATING COMPLEMENT DYSREGULATION USING THE SAME	Described herein are fusion proteins that include two fragments of factor H, a fragment of factor H and an Fc domain, or a fragment of factor H, a fragment of CR2, and an Fc domain. The use of such proteins in methods of treatment for diseases mediated by alternative complement pathway dysmegulation.
69592228	single domain antibody,chimeric antigen receptor,anti-bcma single domain antibodies,anti-bcma single domain antibody	US20220251226	ANTI-BCMA SINGLE DOMAIN ANTIBODIES AND APPLICATION THEREOF	A group of anti-BCM single domain antibodies, as well as genes of the single domain antibodies in the group, a vector containing the single domain antibodies in the group, a chimeric antigen receptor, and a T cell modified by a chimeric antigen receptor, and detection and treatment application of the single domain antibodies in the group. The anti-BCMA single domain antibodies have high activity, high stability, high specificity, and high binding capability.
69641433	matrix protein,nucleoprotein,degron fusion protein,protease fusion protein,fusion protein,rnadependent rna polymerase,phosphoprotein,glycoprotein	US11453893	RNA-based delivery systems with levels of control	Disclosed herein include methods, compositions, and systems suitable for use in delivering a polynucleotide to a target cell of a subject in need thereof. In some embodiments, a viral vector comprises a polynucleotide encoding nucleoprotein (N), phosphoprotein (P), matrix protein (M), RNA-dependent RNA polymerase (L), and one or more transgenes. The viral vector can comprise one or more of a conditionally stable fusion protein, a protease fusion protein, a degron fusion protein, and/or a glycoprotein derived of another species than the viral vector polynucleotide to enable control of viral vector transduction and/or replication.
69643948	chimeric antigen receptor,anti-mesothelin chimeric antigen receptor,tcr,anti-mesothelin car,folliclestimulating hormone receptor,dominant negative transform growth factor\u03b2 receptor ii,car,t cell receptor	US20210269537A1	ANTI-MESOTHELIN CHIMERIC ANTIGEN RECEPTOR (CAR) CONSTRUCTS AND USES THEREOF	Described herein are T cells engineered to express a chimeric antigen receptor (CAR), such as an anti-mesothelin CAR alone or in combination with a follicle-stimulating hormone receptor (FSHR) binding domain and/or a dominant negative transforming growth factor-\u03b2 receptor II (dnTGF\u03b2RII) for the treatment of diseases associated with mesothelin expression. Also described are T cells engineered to express a modified T cell receptor (TCR).
69721900	amino acid sequence,anti-dr5 single-domain antibody,singledomain antibody	WO2020047705	DR5 SINGLE-DOMAIN ANTIBODY AND USE THEREOF	Provided is an anti-DR5 single-domain antibody, including a monomer, dimer, or polymer having a sequence of SEQ ID NO: 1 or SEQ ID NO: 2 or an amino acid sequence containing at least one CDR. The CDR sequence includes SEQ ID NO: 3, SEQ ID NO: 4, SEQ ID NO: 5, SEQ ID NO: 6, SEQ ID NO: 7, or SEQ ID NO: 8. The single-domain antibody can be used to treat a tumor or prepare a cancer-targeting drug.
69771081	immunomodulatory factor,growthpromoting biomolecule	US20220127628	A GENETICALLY MODIFIED LACTOBACILLUS AND USES THEREOF	The present invention relates to efficient delivery of anti-infective activity, immunomodulatory factors, or growth-promoting biomolecules directly to the digestive tract of an animal via a live delivery platform. The live delivery platform can be a genetically modified microorganism. Delivery can be accomplished with a Lactobacillus sp which colonizes the gastrointestinal tract. The anti-infective activity can be a bacteriocidal or bacteriostatic peptide, an antibody or fragment thereof which specifically recognizes a pathogen, or a phage, or a lytic peptide from a phage which specifically targets a certain pathogen.
69776700		EP3850013	SINGLE-DOMAIN ANTIBODIES AGAINST CLL1 AND CONSTRUCTS THEREOF	
69777041	anti-cd22,anti-cd22 heavy-chain variable domain	WO2020053634	ANTI-CD22 HEAVY-CHAIN VARIABLE DOMAIN ANTIBODY	Disclosed herein is an anti-CD22 heavy-chain variable domain (anti-CD22 VHH) antibody including an amino acid sequence as set forth in at least one of SEQ ID NO. 1, SEQ ID NO. 2, SEQ ID NO. 3, SEQ ID NO. 4, SEQ ID NO. 5, SEQ ID NO. 6, SEQ ID NO. 7, SEQ ID NO. 8, and combinations thereof.
69821666		US20220213209	MONOCLONAL ANTIBODY THAT BINDS SPECIFICALLY TO GITR	The present invention relates to biotechnology, in particular to antibodies or antigen-binding fragments thereof, and to use thereof. More particularly, the present invention relates to monoclonal antibodies that specifically bind to GITR. The invention also relates to a nucleic acid encoding said antibody or antigen-binding fragment thereof, an expression vector, a method for preparing said antibody, and use of said antibody in treatment of diseases or disorders associated with GITR.
69821928	vl variable domain,an anti-il17a antibody,anti-il17a antibody,vhh variable domain	US20220372127	AQUEOUS PHARMACEUTICAL COMPOSITION OF AN ANTI-IL17A ANTIBODY AND USE THEREOF	The present disclosure relates to aqueous compositions for anti-IL17a antibodies, and more particularly to aqueous compositions for anti-IL17a antibodies with a VHH variable domain and a VL variable domain, and can be used as a medicinal agent for treating IL-17A-mediated diseases.
69885316	dll3,disclose dll3 binding protein,dll3 target multispecific protein,cd3,dll3 binding protein,trispecific protein,dll3 binding proteins,halflife extension domain	WO2020069028	DLL3 BINDING PROTEINS AND METHODS OF USE	Provided herein are DLL3 binding proteins and DLL3 targeting multispecific proteins (e.g., DLL3 targeting trispecific protein) comprising a domain binding to CD3, a half-life extension domain, and a domain binding to DLL3 (such as a DLL3 binding protein as provided herein). Also provided are pharmaceutical compositions thereof, as well as nucleic acids, recombinant expression vectors and host cells for making such DLL3 binding proteins, DLL3 targeting trispecific proteins. Also disclosed are methods of using the disclosed DLL3 binding proteins, DLL3 targeting trispecific proteins in the prevention, and/or treatment diseases, conditions and disorders.
69888946	egfr binding protein,trispecific protein,egfr binding proteins,cd3,egfr,halflife extension domain	US20220017626	EGFR BINDING PROTEINS AND METHODS OF USE	Provided herein are EGFR binding proteins and EGFR targeting trispecific proteins comprising a domain binding to CD3, a half-life extension domain, and a domain binding to EGFR. Also provided are pharmaceutical compositions thereof, as well as nucleic acids, recombinant expression vectors and host cells for making such EGFR binding proteins, EGFR targeting trispecific proteins. Also disclosed are methods of using the disclosed EGFR binding proteins, EGFR targeting trispecific proteins in the prevention, and/or treatment diseases, conditions and disorders.
70005646	alcohol oxidase 2,aox1,alcohol oxidase 1,aox2,amino acid sequence,adh2,alcohol dehydrogenase	US20220170032	MUT- METHYLOTROPHIC YEAST	A recombinant methanol utilization pathway deficient methylotrophic yeast (Mut-) host cell which is engineered: a) by one or more genetic modifications to reduce expression of a first and a second endogenous gene compared to the host cell prior to said one or more genetic modifications, wherein i. the first endogenous gene encodes alcohol oxidase 1 (AOX1) comprising the amino acid sequence identified as SEQ ID NO:1 or a homologue thereof, and ii. the second endogenous gene encodes alcohol oxidase 2 (AOX2) comprising the amino acid sequence identified as SEQ ID NO:3 or a homologue thereof, and b) by one or more genetic modifications to increase expression of an alcohol dehydrogenase (ADH2) gene compared to the host cell prior to said one or more genetic modifications, wherein the ADH2 gene encodes an alcohol dehydrogenase (ADH2).
70058513	conditionally activate binding protein,conditionally activated binding proteins	WO2020181145	CONDITIONALLY ACTIVATED BINDING PROTEINS CONTAINING FC REGIONS AND MOIETIES TARGETING TUMOR ANTIGENS	Provided herein are compositions of conditionally activated binding proteins containing Fc regions such that the proteins target tumor antigens. Also provided are methods for coexpressing and purifying such conditionally activated binding proteins. Methods of treating cancer by administering the conditionally activated binding proteins to a patient are also described.
70155347	cd3,tumor protease,tta,constrained conditionally activated binding proteins,tumor target antigen	US20200347132A1	CONSTRAINED CONDITIONALLY ACTIVATED BINDING PROTEINS	The invention relates to COnditional Bispecific Redirected Activation constructs, or COBRAs, that are administered in an active pro-drug format. Upon exposure to tumor proteases, the constructs are cleaved and activated, such that they can bind both tumor target antigens (TTAs) as well as CD3, thus recruiting T cells expressing CD3 to the tumor, resulting in treatment. In some embodiments, the tumor target antigen is B7H3.
70164911	nucleic acid molecule,chimeric antigen receptor,fusion protein,pd1,pd1 single domain antibodies	US20220162316	PD-1 SINGLE DOMAIN ANTIBODIES AND THERAPEUTIC COMPOSITIONS THEREOF	Provided herein are binding polypeptides that specifically bind PD-1. More specifically, provided herein are fusion proteins, including multivalent and/or multispecific constructs and chimeric antigen receptors, that bind PD-1. Also provided are pharmaceutical compositions containing the polypeptides, nucleic acid molecules encoding the polypeptides and vectors and cells thereof, and methods of use and uses of the provided PD-1 binding polypeptides for treating diseases and conditions, such as cancer.
70284811	nk engager molecules	EP3867278	NK ENGAGER MOLECULES AND METHODS OF USE THEREOF	
70286775	monoclonal antibody	US20220275417	METHOD FOR MANUFACTURING MONOCLONAL ANTIBODY USING YEAST, AND SCREENING METHOD	Disclosed is a method for manufacturing a monoclonal antibody without using animal individuals. This method includes a step of introducing a DNA fragment comprising a gene that encodes a secretory signal, a gene that encodes a nanobody, and a gene that encodes a peptide barcode, or a vector containing the DNA fragment, into a yeast cell; and a step of collecting a polypeptide comprising the nanobody and the peptide barcode that has been expressed in the cell and secreted to the outside of the cell. According to the method, it is possible to manufacture a monoclonal nanobody more efficiently in a shorter period of time without using animal individuals.
70334001	membranal immune receptor,immune receptor	US20220169732	SMALL SHEDDING BLOCKING AGENTS	Agents that are less than 100 kilodaltons, bind a membranal immune receptor on a surface of a cell and inhibit proteolytic cleavage of the immune receptor are provided. Methods of treating cancer and improving immunotherapy comprising administering the agents are also provided.
70464416	fusion protein,nanobodyglycan modifying enzyme fusion proteins	US20210395704	NANOBODY-GLYCAN MODIFYING ENZYME FUSION PROTEINS AND USES THEREOF	The present disclosure provides fusion proteins comprising a nanobody and a glycan modifying enzyme. Also provided herein are methods of glycosylating a protein and methods of removing a sugar from a protein. Further provided in the present disclosure are methods of treating and/or diagnosing diseases. Also provided herein are kits, polynucleotides, vectors, and cells.
70476240		US20220289837	Cystic Fibrosis Transmembrane Conductance Regulator Stabilizing Agents	The present invention relates to binding agents specific for the cystic fibrosis transmembrane conductance regulator (CFTR), which increase its thermal stability to provide for potent therapeutics. More particular, the immunoglobulin single variable domains (ISVDs) identified herein reveal novel binding sites on the nucleotide-binding domain 1 of CFTR, which allow to rescue pathogenic mutant F508del CFTR from proteasomal degradation. The binding agents are therefore considered suitable in treatment of cystic fibrosis. Finally, also crystalline structures demonstrating binding interfaces, and computer-assisted methods for selecting molecules able to stabilize CFTR are described.
